,Tweet,Polarity
3771, current australian cities could make use of these ideas particularly perth and adelaide,P
3772, very easy for tyranny and population control when everyone is in a line as opposed to spread out,0
3773, this is called a dystopian nightmare,N
3774, yeh its great until the walkers come with a stolen dragon and burn it all down,N
3775, magnificent project ,P
3776, well except you kill gay people,0
3777, chicken coop nope,N
3778,"  who is going to leave in this box and at what cost 
 trillions investment when across the border in yeman babies are diying from hunger 
don't you feel shame",0
3779, then along came remote work and made #theline obsolete before it even broke ground,N
3780, fancy prison no thanks ,N
3781, are poor people allowed inside without their rfid chip or do they have to camp outside in bartertown,N
3782, this place gonna be stinky af horrible to livei'll take my beautiful open countryside over this bs fake arse city,N
3783, i wonder what you do with journalists,0
3784, have these people not watched snowpiercer,U
3785, this looks like jail,N
3786, this is pretty dystopian,N
3787,  i don't get the purpose,N
3788, how much slaves will die to build this crap,0
3789," this is a terrible idea something tells me that you know that though and don't really care

good luck drumming up engagement",N
3790, can't wait to see how many rich savvy investors get scammed by this,N
3791, hard pass,N
3792, megacity ,P
3793, the fact that mbs is behind this project gives off major black mirror vibes,0
3794, best project,P
3795, what in the early s dystopian ya novel is this,N
3796, how right it is to spend billions of dollars on such buildings when thousands of people around the world are hungry and thirsty  many muslim countries are in a difficult situation,0
3797, how to not build a city speedrun,N
3798, where will the essential and manual workers live the people who clean stuff fix stuff look after the babies and the sick cook the food deal with the rubbish and the sewage they are all real people with real lives unless they also live in the line this is one big fat scam,N
3799, exactly what we watch in this futuristic movies then they'll want to break out in future there's nothing better than freedom everyone should be let free to make mistakes,N
3800, no one wants to live in a saudi dream prison,N
3801, why should i even care,N
3802, no deal too easy to control everything the population does,0
3803, weird looking promo image who in the marketing department approved this even the name is stupid someone please fire mbs,0
3804, so i have looked at your plan one high speed line end to end one subway/metro line end to end what happens when a fault or emergency occurs you entire public transport system is crippled also why this over a traditional city,N
3805, no thanks i prefer to be free and breath fresh air,N
3806, ew wow and i bet it will have zero crime and no slums   with space ports and free food everyone can float to their perfect jobs from their perfect homes in a perfect city where they will own nothing and be happy  so basically no humans allowed,P
3807, built by african slave labor,0
3808, living hell,N
3809, privatised cities where you only have the rights you can afford to understand more about the very real threats such #chartercities pose to ordinary people go to ,N
3810, great all of you who believe we need something like this can move there then there will be plenty more land for those of us that wouldnt live like that in a million years we will get all the beach properties and ag land will be great thank you,U
3811, looks like a dystopian nightmare sorry thats my feeling about it,N
3812, a ghetto inspired by the wef where the plebs will reside in total subservience to the chosen few weve all witnessed the difference between an artists depiction of a new development  the resultant slum that appears a concrete hell of rented hutches with easy access to work,N
3813, hell on earth for the masses,N
3814, sorry you're wrong it will be verticle not horizontal with complete integrated living and working,N
3815, interesting place from camouflage point of view in case of ai overtaking the world or something similar squeeze everyone together cover it beautifully and call it future judge dredd had similar structures and concepts,N
3816, terrifying lack of information,N
3817, just stop killing yemeni's and journalists,0
3818, does it have an international airport,U
3819, for now i rather live with vr glases indoors and go on my free time out to nature riding a bike than live between wall mirrors in a dessert  designer jail anyone,N
3820, i hope  can shut down aramco,N
3821, ok supposed the idea is interesting how do you sell ecological goals when claiming the rest of the world is  hours away by plane that's not a selling point clearly you aim for the uber-yup but there's not enough of those this business plan is sus maybe tp is involved,N
3822, a city prison,N
3823, did you guys consider that wind applies pressure to a surface measured in psiwith more force applied depending on the area the pressure is applied to and that with such a large surface area wind force would topple this thing over in an instant,N
3824, weve already got clean air- you want us to pay through the nose for it,N
3825, lol a nice prison,N
3826, oh look a fancy terrarium,N
3827, scottadamssays its an ad but cool to see visual representation of reimagined cities,P
3828, stop promoting this prison twittersupport,N
3829, is this what the wef have got planned for the future no going out for those who do as they're told,N
3830, nobody wants your prison  you should be ashamed to promote such an awful concept,N
3831, the assumption behind this project is plain sick in the head; why should humans hide away from the earth we're literally born on unless some individuals want this beautiful planet all to themselves which is exactly what this project is about dehumanising en masse disgusting,N
3832, is it going to follow the incredibly discriminatory lgbtq laws that the rest of saudi arabia does because thats over a millennia outdated,0
3833, hahaha ok whatever prince bonesaw,0
3834, this looks utterly dystopian,N
3835, great reset ,P
3836, do you take bitcoin,U
3837, hell on earth,N
3838, im just happy to live in an era where i get to see this fail  haha ,N
3839, looks like some sort of dystopian hell,N
3840, our imagination in the west is actually reality in china we are not imagining but craving for china ,N
3841, it will look that pristine only if few of the millions of people inside dont go outside,N
3842," i don't doubt that our future cities will end up being like this 

but seems a bit snowpiercer to me 

i cant speak for sa but if this was in australia the class division in such an enclosed area would cause severe issues",N
3843, reminderpls  hours,U
3844, some nwo ish right there,N
3845, do you mean horizontal,U
3846, dumb,N
3847, average resident i know this great bakery what you want directions okay just keep walking north for a mile and it's on your left,U
3848, i keep seeing neom advert on my phone na just the green remain o that city go fit me,U
3849, grusel,U
3850, i do not understand the criticism of this project if people have no problem in vertical buildings called high rises why not the horizontal one the concept seems similar the intension appears good the plans seems good give it a chance,P
3851, would need a lot of security guards for that then imagine all the complaints and arguments wow being close together,N
3852," this city looks more like prison
ur not free to criticize the government
they easily shut u down in such cities",0
3853, looks fucking awfulno thanks,N
3854, this is living hell,N
3855, why there is no hospital  in neom ,N
3856, preposterous grow a pair,N
3857," the designers of this need to stop doing lines because they've completely lost their grip on reality

they'll soon realise their mistake when they're being pulled limb from limb by an angry mob ",N
3858, who is populating this city ,U
3859, will women be allowed to drive,0
3860, anatoliatrow who are you kidding neom this is horrible,N
3861, clever graphics hideous for humans human beings are not linear this is a prison no thanks you can keep it,N
3862, the start of any dystopic novel be like,0
3863, if you do apply to leave do you get sent to the re-education camp how small are the pods what kind of bugs will delivered to the pods for sustenance,N
3864, looks like a claustrophobic nightmare,N
3865, this is possible hyperstealth would have to comply and flying cars wouldnt come for about another - yrs but theres still worry about ethics building this is not gonna be easy and people will not be happy when they run into a wall in the dessert,N
3866, another camel brain idea,N
3867, i wonder if mbss dream city will have a bone-saw store,0
3868, mistersparkle good thing the position of the sun doesn't change then wouldn't want those tall walls blocking any light,N
3869, democratic to cage people,0
3870, i see we're starting our dystopias early then,N
3871," this is a interesting breakdown of neom it is displacing thousands of people who already live in this area its being built in blocks so it will have an old end to a new end if international investment dries up what happens 

",0
3872, famine food shortage due to explosion of population and pesticides climate change end of petroleum war heatwaves harsh winters flooding  i don't think this world will last more than  years anyway so you basically preparing in advance to survive well done to you,N
3873, one word: claustrophobic,N
3874, can i have  acres,P
3875, yes ones you are in you can never get out ,N
3876, is mohammed bin salman still trying to get a gay bar built i mean  we all know he likes it that way,0
3877, this looks to me like the beginning of a movie until everything goes wrong and everyone dies ill just stay in my house recycling and trying to do my part to be as eco friendly as my middle class salary allows me,N
3878, kirbymoores so you mitigate the overcrowding caused by this design by exerting more control over the inhabitants,N
3879, this looks like a weird sci fi film they rarely end well,N
3880, oh shit they made kowloon walled city ,N
3881, hello guys and what about the sand storms that space along the building might be a wind tunnel during a storm,N
3882, is this a conceptual idea or something that they actually intend to build,U
3883, adamabyss may i ask where are the people coming from,U
3884, very hard to get a visa for saudi arabia  so why are you promoting this ,N
3885, what if we simply eat the rich,N
3886, there will certainly be no cost overruns on this project ,N
3887, matrix pods that you forget that you are in and never want to leave,N
3888, was this found in albert speer's notebooks,N
3889, this is the kind of project that is dreamed up by a man whom no one has never had the courage to say 'no' to,N
3890, this is the worst idea who thinks of these things,N
3891, may allh guide and curse you for stealing cash from the poorest section of the ummah via the brits americans and wahhabism/salafism for this moonafeqeen city amin ,N
3892, hell no you can live in a line all you want not me,N
3893, looks like the start of a dystopian movie ,N
3894, i hate this one should not have to pay for and live within a perfect (indoor) climate lets work on regaining the real historical (during human evolution)climate of our mother earth ive been inside in ca most of several days its no good,N
3895, oh sick when the movie release sound like fun trailer for this dystopian movie,n
3896, will women be allowed to enjoy sunlight and shade or will they be kept in gulags along with the other second-class citizens  will the stoning grounds where you murder gay people be shaded too  refreshments for the fat saudi princes to watch blood sport,0
3897, so sick of seeing this go for it good luck you're blocked,N
3898, is homosexuality permitted inside the line,0
3899, wonder how many architects think this is a great idea,N
3900, this seems massively overambitious arcologies have been a pipedream for ages due to the horrendously high financial requirement to even construct one let alone maintain it i'd love for it to be done but isn't it more reasonable to start with a smaller consolidated structure-,N
3901, interesting to see where i would fit in as a disabled person  how would i get to my neighbours  doors up and  to the right for a cuppa and cake would the spine take me there just curious,N
3902, to me it sounds like stepford country,N
3903, this is peak archiporn with a large dollop of bollocks,N
3904, kirbymoores define slavery: ,N
3905, a  year old could design a better city,N
3906, why does it have to be a vast birdkilling mirror could it not be built underground,N
3907, spend the money on the poorest not this white elephant ,N
3908, it looks beautiful but whey not another shape like a wheel with spokes easier to get between points and possibly more stable ,P
3909," i'm so glad i'm not alone in disliking this idea my partner thought it was cool while i scrunched my nose at the advertisement on youtube
also find it weird to have a pre-city built advertisement to begin with i understand tourism ads but this one is a weird one",N
3910, cooling this city in  degree weather and preventing it from becoming the world's biggest slum will be quite a challenge the design is unique but it doesn't exactly compliment the ecology of the landscape will there be bridges so that wildlife can migrate to either side,N
3911, why dont you start building it rather than just advertising it,N
3912, no thanks ,N
3913, no thanks,N
3914, fossil fuel country is know what they have done to us so they want to save themselves,N
3915, don't forget your ,U
3916, think ill give that habitat a pass thanks,N
3917, twitter why would you advertise for something this fing butcher created wtf is wrong with you guys #jamalkhashoggi deserves justice not for you to help his killer ,
3918," how much heat will be reflected off that glass how will they stop birds from flying into the glass
bad bad idea for their eco system imo",N
3919, an image of hell,N
3920, babylone,P
3921, no thank you,N
3922, that looks like a beautiful oasis tucked in a shoebox now lets say that is la of the s look at this shit hole now graffiti and homeless everywhere thats not great when tucked into a shoebox hella interesting though,N
3923, sorry  i have a lot of work from saudi arabia  usa may allah bless you ,U
3924, how many pubs will it have,0
3925, will it have higher and lower income areas,N
3926, kirbymoores sounds like a dystopian nightmare,N
3927, super creepy,N
3928, unprecedented futuristic sustainable city i am looking forward to visit or live at it in future,P
3929, looks like an environmental disaster,N
3930, fuck this,N
3931," mega blocks mega highways mega city one
this is how it starts",N
3932," i will not eat the bugs
i will not live in the pod ",N
3933, pure hell,N
3934, nuttersgaming you are on the right track #hyperloop is the future of transportation sauditransport elonmusk,P
3935," this is what happens when a tyrannical despot has too much money to waste

someone designs a hell that will never be and everyone tells him its a heaven thats nearly here",0
3936, i guess somebody thought about foundation for this structure,U
3937, please don't,N
3938, a big shiny wall is this a serious proposal or a flight or fancy you won't be taken seriously with just a cgi video clip,N
3939, such walls have been proven to block migratory paths hunting grounds of animals not counting the effect on wind flora exchanges (seeds etc) this is a catastrophic idea,N
3940, will there be a church,U
3941, adamabyss if it has started where are all the videos and photos i'm sure others would like to see them,U
3942, there's a reason every human settlement since the dawn of agriculture has been roughly vascular rather than a long straight line in a nutshell: physics this scheme's obviously not going to work though i can understand the reluctance to break that news to mbs,N
3943, live in the worker pod eat the robot farmed vegetables and bugs work your mental labor maintenance job own nothing be happy don't even think about leaving we own all the methods of transportation there is no escape,N
3944, funded by wef,0
3945, dreams line; a spectacular concept that is beyond reality,P
3946, imagine all the bars that wont be there,N
3947," matt damon is trying to break in already
#elysium ",N
3948, how will golf work,U
3949," have you ever wanted to live wedged right up your neighbours ass 
then move to neom where their colon is your bedroom",N
3950, this looks awful its like something out of a dystopian novel,N
3951," it was a mind blowing 
thank you for the efforts you have contributed to make #theline closer to us ",P
3952, absurd,N
3953, u building utopia,P
3954, who will own the countryside were forced to abandon,0
3955, its a prison,N
3956, the dystopian future is here,N
3957, nuttersgaming why don't you just say there will be magical portals while you are making things up magical portals would be cool,U
3958, who in the right mind would want to live in this,N
3959, hey look it's megacity ,P
3960, how would you safely evacuate such a structure in the event of biological attack or terror attacks,N
3961, mohammed bin salman crown prince and chairman of the neom company board of directors dissecting political opponents alive  dismembering them isnt a brand i really want to buy into its not good for international business is it stop advertising,0
3962, definitely looks horizontal to me,N
3963, just a crap byker wall ,N
3964, slight issue for migrating animals but a couple of extinctions is a price worth paying id imagine you would say when that amount of money is involved,N
3965, i saw this in season  of arrow,U
3966, awful dystopian nightmare ,N
3967, i know it smell crazy in there,N
3968, a great place for all the homeless of the world seriously i'd love to see it built could go quite far down to put all the pipes and plants used in water management etc how far to the nearest airport,N
3969, terrible idea ,N
3970,"  beheadings in the town square

sounds adorable",0
3971, 'nature' as in the lifeless oven-hot vistas of rocks and sand of saudi arabia,N
3972, done before chicago slums,N
3973," neom city is the dumbest thing ever like ever ever these sort of mega projects are never practical never effective never efficient its just a dumb way to spend money and for dictators to fill up their ego nothing makes sense about that line skyscraper
#theline #neom",N
3974, looks like a good way to kill birds,N
3975, i think the test case should be san francisco,N
3976, what would be the effect of a natural (or man made) disaster disrupting the continuity of the line a rupture/break in the linear integration of the infrastructure would not provide many contingencies unless there were multiple modular failsafes,N
3977, packed in like sardines the crime would be sky high,N
3978, it's kind of sad but everyone projects their worst fears onto this project even though it would be an extraordinary accomplishment and an amazing place to live  it's either a wef dystopian prison for workers or an island for the wealthy while the peasants boil  such a pity,N
3979, i know never is a long time but i say this never happens,N
3980, the rich people live at the top the poor at the bottom,N
3981," i imagine you'd have to ration time outside with that little ground space and that density of people
and a fire
think of the amount of people and that grass for instancethe only way to keep it nice is to restrict it to those few with permits of golf players",N
3982, thank god ill be dead,N
3983, why does this give me peach trees vibes from judge dredd haha,N
3984, ladycountdown this is a globalist socialist idea to prevent us accessing the land you think its saving to lock us into a technology technocracy as stated in the th industrial revolution all people need to do is get farm land and grow hemp which reduces carbon ditch plastic  stay sovereign,N
3985," how do you avoid this becoming a dystopian hive city 

it just seems like a way to pack as many poor people into a small space as possible",N
3986, ok but can you beat zodiac,U
3987, silence fiction becoming silence horror a building that promotes better living standards in a country where freedom is banned yes i can see this working for the good of society not i couldnt think of anywhere else to live,N
3988, just visit hong kong,U
3989, mm pp ne,U
3990, collect all the dead birds daily at the bottom of the vertical mirror wall self sufficient in meat too well at least until all the birds are dead anyway,N
3991, is there any credit to the song used or royalties paid to the family please,N
3992, its delusional to believe this can achieve perfection even nature isnt perfect,N
3993," ay neom how do you get out of it like wheres the exit and airports how do u fit that in
and football arenas and farms and convention centres",U
3994, i love how no one brings up the safety issues regarding this design i dont even know where to start lol,N
3995, cramming the proletariat into as small a space as possible,N
3996, and sharia law,0
3997, is this why china bill gates and blackrock are buying up all the land,N
3998, executions on a friday or saturday night,0
3999," twittersupport 
can you please stop promoting scams",N
4000, where do you cut up the journalists,0
4001, sounds awful,N
4002, i'd rather live in kabul tbh,N
4003, wot if ur gay,0
4004, this shit look like mandalore,n
4005, dumbest thing i've ever seen,N
4006, where will the water come from to service this structure,U
4007, sooo vertical living inside total lawless wasteland outside,N
4008, wait so this is actually happening,P
4009, i saw this for about  seconds before thinking it's got to be a wef you will own nothing and be happy thing for sure,N
4010, total recall,N
4011, this would be ruining thousands of unique culture if you're trying to make something at least inherit different cultures,n
4012, i want to cover this city project in my vlog impressive,P
4013,  earth quake everyone dead   good luck,N
4014, i thought this was an advert for a game,N
4015, i watch one rceofficial video and now i get these ads spooky,N
4016, when the entire planet resembles the me then build a dome much more aesthetic,N
4017," perhaps the saudi leasership knows something we don't in creating this sealed city
remember the film logan's run",0
4018," johnachterhof a population density of  per km horrendous
'hell is other people'",N
4019," holy crap i can't believe i'm getting adds for doomed gulf state megaprojects
what even is the point of this ad to convince me to go live in this dystopian nightmare to-be inside an already dystopian nightmare state
",N
4020," yeah nah thanks i've had enough of seeing this scam in my recommended
you rich people do whatever the fuck you want but leave me the hell out of it",N
4021, this is very cool,P
4022," exit denied
you are now locked down for  months",N
4023, this city's is hi cost may not easy to make it but i think they can be make smaller than this,P
4024," and youll own nothing and be happy #agenda 

you lot are scammers",N
4025, perhaps even better would be a square like area with suburbs surrounding,N
4026," it's to keep you in line just thought i'd let you know
it's mind kontrol to have everyone going in one direction
how easy would it be to control the masses",N
4027, so we won't be able to travel east to west or north to south depending on which direction they build it,N
4028, i saw the vision of neom in  and recorded a youtube video thats when social media and youtube shadow banned me  go neom ,N
4029, this is a joke right,N
4030, wont it stop animal migrations,N
4031, kievvvveee,U
4032, pleasecount me out,N
4033, sorry i dont have  million dollars to buy a potato for lunch,N
4034, this is a nice dumb idea youve got there mind if i not participate cheers,P
4035, project will probably never finish,N
4036, ah yes the bonesaw line start the journey in one piece end it in pieces via the consulate building in turkey,0
4037, i'll pass on the totalaritarian hellhole,0
4038, looks like an awful place to live while we attempt to save the planet,N
4039, why the fuck would someone want to live in a massive shiny box,N
4040, some people would love to live in something like that shame theres no more details,P
4041, you will own nothing and be happy i dont think so i like my house,N
4042, this is whack and i'll never,N
4043, scam,N
4044, lets send all the worlds leaders there to live this is the ugliest un human idea ever,N
4045, looks fun to me yall stop hating,P
4046, first fire everyone on the lower levels suffocate,N
4047, so it's basically the apple rebuild of kowloon city,N
4048, can wait to see it,P
4049, its like a fancy jail nothing more,N
4050, have you considered adequate storage for bone saws and other instruments of torture,0
4051, atif why do you guys want to aid in the enslavement of humanity,0
4052, citizen  of the line section f you do not have an authorised pass to leave your zone return to your communal pod immediately,N
4053, what if one of two train lines break down,N
4054, built with slave labor to the glory of an oppressive regime sounds delightful,0
4055," his royal highness
mohammed bin salman crown prince and chairman of the neom company board of directors that tells me everything i need to know about this project an evil murderer who has his critics dissected in cold blood anything he does globally now is tainted no thanks",0
4056, unworkable and never going to happen but okay,N
4057, couldnt think of anything worse artificial  everyone living on top of each other in a straight mirrored line nothing natural about it,N
4058, tobi wn kenomiv autos weg waschbezin bla bla diesel yellwsub better cool ex marine airort siging in the rain cultur eat act beat carcycle beats  tip/sekend fog watersucks my car and me ging riding flying bomb alarm stealing km/h no interesstin,N
4059, rceofficial we need you on this the architects are trying to do engineering heeeelp,U
4060, i just dont know how you would fix it in the event of a fault line messing shit up ,N
4061, what a great idea for a prison with starbucks,N
4062, careers ,U
4063, neoooo thanks mate,N
4064, hello can two men have sex with each other in the line also can women in the line criticise the saudi royal family,0
4065, nuttersgaming way to go all our support on behalf of zeleros to make hyperloop a reality in the kingdom of saudi arabia  #middleeast #mobility #innovation #neom #ksa,U
4066, i love this and i support all the mandates and restrictions for the lucky people that get to live here,P
4067, yo this is dumb as fuck,N
4068, there will be no sun for the poor,N
4069, am i the only to think that this is a very dumb idea,N
4070, one flood and theyre done,N
4071, oh i've heard of this before,P
4072, donaldjtrumpjr scrowder mmm what is this guys of course impossible to live in the middle of the dessert without fuel but what kind of dystopian creepy place is this it looks like a flea market in pakistan with flying cars instead of goats built by wef elijahschaffer,N
4073, kirbymoores one of the problems with this is that scientists always assume society will work cohesively and thats just never gonna happen,N
4074, we work like ants we support the colony by paying high energy bills and taxed to the eyebrows so why dont we start living like them too no thank you i like my freedom,0
4075, are you telling me this isn't an ad for a dystopian horror film,N
4076, how will you find such amount of people who want to live there how are you going to attract businesses families and all essential workers needed,N
4077, if this is genuinely real then im freaking the f out i mean wtf,N
4078, is this an f-ing joke,N
4079, this is a bad idea,N
4080, how boring no seasons then every day the exact same like prison i guess,N
4081, please don't,N
4082, keep dreaming ,P
4083, a dystopian nightmare who in their right mind would want to live like that millions of people living in the same small space how utterly depressing,N
4084, a dystopian nightmare,N
4085, wheres the graffiti,N
4086, this is disgusting who in their right mind would want a life living there,N
4087, dear the line is destination fortourism why you create a funland or something its new idea totally attracting  idea where you can see these things happen  what is wrong in it its for tourism there is natural sea worlds bests beaches natural snow mountains,N
4088, will we not own anything there and like it are there bug cafeterias,N
4089, i wonder because it's a line pollution air conditioning like release of heat and gases will be solved i think because of the availability air flow and no buildings will be in the way which also helps with air pollution that large cities have,N
4090, hmm a layered city where the rich are at the high levels and the poor live below that hasn't been a problem in every dystopian film and video game ever,N
4091, the only thing real about this project is the skill of the concept artists,P
4092," slaps the line 
you can really fly some airliners into this bad boy",N
4093, you didnt think about the health benefits of sunshinewe dont want to live in dark dank prisons thank you very much,N
4094, snowpiercer but for sand,N
4095, stupid sick scam,N
4096, i dont doubt this can be built im just not sure how social economics will play out in the lines will this have affordable housing how will it be policed will there be a less financial affluent area will those people be able to move freely throughout the line,N
4097, this is so stupid and will never happen lmao,N
4098, this is just snowpiercer without the awesome train get back in the fucking sea,N
4099, serious question - will there be anywhere to get a beer ,N
4100, bullshit,N
4101, send every one of them back where they came from,N
4102, adamabyss are these going to be  million people who move to saudi arabia or people moving out of existing cities cant really see the population of sa increasing by  if its just a reshuffle what are you going to do with all the existing cities,N
4103, yes we plebs don't need all that space we currently inhabit go in little boxesit where you all belong,N
4104, nuttersgaming even elon musk has admitted that the hyperloop is a scam and if there's an issue in one of the tunnels the ensuing traffic jam will be unimaginable,N
4105, imagine there's an issue with one of the trains and then millions of people are completely stuck,N
4106, utter bollocks from start to finish anyone want to buy a chocolate teapot,N
4107, they had the same vision in the s  this is the reality crime ridden dumps ,N
4108," a dystopian future awaits anyone who isnt a multimillionaire 

in other news it might be time  stopped sending me these adverts just because i can afford one of these apartments doesnt mean im tasteless enough to buy one go chase the new money",N
4109, what is the line its a grift designed to milk money out of investors,N
4110, this is j dumb,N
4111, omg can you imagine the hovels that the lowest paid workers will be forced to live in no natural light no fresh air no privacy this idea is like the most dystopian future i could possibly imagine basically caged to serve the rich in perpetuity,N
4112, that's a prison,N
4113, will they dig for unlimited primary water though  or not smart enough ,N
4114, a bloody nightmare,N
4115, when nightmares come true,N
4116, welcome to jail i mean your new home sorry i used to be a jail guard they thought i would be needed here have a great day,N
4117, can we put all the leftists wef members and esg investors there,0
4118, judge dredd - mega cities,N
4119, imagine not understanding trees are the answer not your bullshit technology you are trying to sell,N
4120, nope,N
4121, sounds more like a prison to me totally packed,N
4122, its the projects on steroids you will own nothing eat bugs and plastic food and be happy because the government will provide you with endless anti-depressants shipped right to your door and hr digital dopamine photons beaming straight into your eyeballs,N
4123, no thanks,N
4124, free the women from male guardianship and stop dismembering journalists first  and start giving all the construction workers and foreign domestic workers rights no one wants to live in saudi or even visit anyone with two cents comes to london or paris or nyc or la,0
4125, how many slaves are going to build this shit ,0
4126, sounds ghastly,N
4127, there are so many reasons why this is an awful idea expected to be built at a comically fast rate ,N
4128, wind load on external wall because it is m high n km long one hell of a wind load on the walls,N
4129, ok  sign us up,P
4130, nice fiction pure fantasy i remember seeing something similar in a film with harrison ford called bladerunner without all the sunshine butterflies and unicorns,N
4131, this could go terribly wrong but im excited to see developers taking risks and being ambitious,N
4132, a scorched planet,N
4133, christ now theres a dystopian nightmarish vision ,N
4134, yeah how to live coming from the nuvorich,N
4135, cant wait for this place to go rapture,N
4136, i need work,U
4137, piece of piss for the postman one straight line,N
4138, get it built then weve wasted enough money on different crap as it is,N
4139, umm i smell dictatorship,N
4140, seems more like a prison,N
4141, nah they've got floating trees anyone smell bullshit,N
4142, where do they do the beheadings,0
4143, lock the filthy scum away from nature,N
4144, this you ,U
4145, it would be like you know living in a shopping mall but with no option to leave no thanks,N
4146, justice for ,0
4147, do you want to live there,N
4148, looks absolutely vile,N
4149, thats a fancy way of building blocks of flats ,N
4150, looks like a modern torture chamber,N
4151, can we discuss making the xrpl - digital assets  the digital assets of choice in neom city,U
4152," designed by the greatest architectural minds 

makes the ugliest shit youve ever seen",N
4153, in the future we're gonna live on a bridge,N
4154, where is this city to be built,U
4155, don't like it at all but if it was built a circle would be better as one failure such as fire or chemical leak in the single line would cut one end from the other,N
4156, its a prison,N
4157, this is dystopian sci fi turf i hope your plants dont turn homicidal or whatever,N
4158," fascinating project  saudie arabia have a great vision in the field of renewable energy as comparing with arab countries  
congratulations ",P
4159, hard pass,N
4160, where's all the piss and shit go,N
4161, the line come for the new architecture stay for the public beheadings and stonings,0
4162," can't see that going wrong at all
",N
4163, they already have this thing  i think it is called mall of america,N
4164, heres someone way smarter than me damileearch explaining why this is a terrible idea ,N
4165, you don't really need to consolidate its footprint it's in the middle of a desert build classic detached houses with private gardens and community space you're trying to reinvent the wheel,N
4166, packed in like sardines living on top of each other under / smart surveillance sounds awful,N
4167, looks like a pretty easy target im just saying,N
4168, monstrueux,N
4169, adamabyss who is funding your company,N
4170, the definition of a dystopian nightmare,N
4171, if what surrounds it is a depleted non-functioning ecosystem it doesnt matter what you build we are part of the natural world  the delusion that we can exploit nature  live independent of it is why everything is collapsing,N
4172, will there be whiskey and boobies,N
4173, new world order,N
4174, scam,N
4175, what kind of hell is this,N
4176, it looks like a dystopian nightmare,N
4177," hi
i am trying to book for the line exhibition at dhahran  but it doesn't work  i live in kuwait ",U
4178, that s great project when would it finish and how much the cost of one unit  can the foreigners buy them,P
4179, unless it involves a resource based economy youre doing  it wrong #resourcebasedeconomy ,N
4180, a disgusting vanity project that will use more materials and create more carbon than the planet can take its essentially a prison to keep control of their residents,N
4181, u spelt revolutionise wrong,N
4182, this is not a vertical city vertical means up and down this proposed city is horizontal please fix your advertisement,N
4183, hard pass,N
4184, may allh curse you for designing based on kuffar standards and not of believers amin,N
4185, how many birds are going to die by hitting those mirrors,N
4186, how many birds and animals will be killed by those mirrored walls,N
4187, what about the wind load,N
4188, the logo is a pentagram and that makes me believe the opposite of what you say this will end up being a waste of money like facebooks metaverse,N
4189, this is an absolute and utter fantasy mbs's vanity ego project i can see this going extremely badly,0
4190, how exactly are you planning on travelling km/hr my understanding is that modern bullet trains don't even go that fast yet,N
4191, they call it the line i call it a battery farm,N
4192, looks like hell,N
4193, kirbymoores requiring i hope you make that perfectly clear to people we are sick of mandates,N
4194, boi if you dont get this shit outta here,N
4195, i'm betting all the poor people get to live at the bottom right,N
4196," hell no sounds like the place profklausschwab wants to put us in

policy decisions like in any other city this includes requiring testing monitoring limiting access to vaccinated individuals quarantining contact tracing sanitizing public areas etc

#wakethefuckup",0
4197," kirbymoores yeah i don't think so

keep your contact tracing /vaxine requirements

you're literally creating a movie scene where rich free citizens live there while truly free people are lock outside your walls

no thanks

people
#wakethefuckup ",0
4198, this is the most dystopian shit i have ever seen,N
4199, couldnt think of a worse way to live ,N
4200, rich shieks with more money than brains,N
4201, and the garbage that it's at one with nature a km wall that is filled with trees and greenery creating a barrier for movement across a dry arid landscape ,N
4202, yes make all the elite parasites that concoct these ideas live there and with a strict diet of insects and multiple mrna injections while we choose to live how we want,N
4203, envision and tower blocks gee weve seen this before how about building in a more temperate climate where power needs are lower water needs sure suck it out of the ocean and create super brine to dispose of,N
4204, this is the most idiotic thing ive ever seen wheres the water coming from theyre already tapping their aquifer at an alarming rate great more super cities in the desert,N
4205, total absurd,N
4206, only rich people,N
4207, cram all the subjects into skins so the overlords can keep the land no thanks we see you,0
4208, this is cool af on some mass effect shit,P
4209, sounds like communist bullshit to me  wef crap,0
4210, you need to run alright just like logans run,N
4211, it no worky,N
4212, can you guys stick to making diffusers,N
4213, heard about this - years ago when pea was talking about this place,N
4214, looks horrendous some dystopian nightmare from what i can see,N
4215, can i walk the line,U
4216, thats cool wouldnt mind visiting something like this,p
4217, pretty much the same as prison ,N
4218, anatoliatrow you forgot the how part of that response,U
4219," but i won't be able to sit in my front room watching tv and having a glass of whisky whilst nodding off to sleep
so it's a no from me",N
4220, i dont want to be too negative about something i know so little about but i was just reading about the mouse utopia experiment,N
4221, put all the elites(parasites)there then surround it with barbed wire ,N
4222, a city where the technocratic elite have planned your every move,N
4223," i heard some  poeple have been forces to move from their grounds - what a pity that city-project stands on blood
but mbsofksa is already known for murdering people thinking of #khashoggi",0
4224, get outta here with that shit,N
4225, i wish it wasn't in saudi arabia,0
4226, astonishing,P
4227, depression,N
4228, surveillance forever mind bending evil,N
4229, how much,U
4230, is this a dream in next  years or is it to be in a  year period where is it's beginning,U
4231, thats terrible,N
4232, no thank you,N
4233, mistersparkle but where to you put the poors got to be a gritty underbelly somewhere,N
4234, once you enter you never leave,N
4235, stop that shit,N
4236, pollution  is only second to hate,N
4237, i am an environmental engineer in germany how may i help to build this city,P
